Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Current Value,Comparison Value
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Total,Win Rate (Count),Decrease,-15.55%,-5.606843897508956,30.442324371205547,36.0491682687145
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Total,Avg Sales Cycle,Decrease,-10.53%,-7.320458017727049,62.21082621082621,69.53128422855326
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,Total ARR,Increase,22.04%,3079300.1000000015,17049743.8,13970443.7
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,# of Opps,Decrease,-38.04%,-531.0,865.0,1396.0
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,# of Won Opps,Decrease,-100.00%,-351.0,0.0,351.0
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,Won ARR,Decrease,-100.00%,-2217627.72,0.0,2217627.72
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,Avg Sales Price,Decrease,-100.00%,-6318.027692307693,0.0,6318.027692307693
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,Win Rate (Count),Decrease,-100.00%,-30.442324371205547,0.0,30.442324371205547
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,62.21082621082621
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Q (FY2026Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,Total ARR,Increase,43.91%,5202475.200000001,17049743.8,11847268.6
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,# of Opps,Decrease,-29.62%,-364.0,865.0,1229.0
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,# of Won Opps,Decrease,-100.00%,-456.0,0.0,456.0
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,Won ARR,Decrease,-100.00%,-2920674.49,0.0,2920674.49
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,Avg Sales Price,Decrease,-100.00%,-6404.987916666667,0.0,6404.987916666667
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,Win Rate (Count),Decrease,-100.00%,-37.56177924217463,0.0,37.56177924217463
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,76.41885964912281
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Prev Year (FY2025Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Total ARR,Increase,32.93%,4223578.7225,17049743.8,12826165.0775
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,# of Opps,Decrease,-33.49%,-435.5,865.0,1300.5
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,# of Won Opps,Decrease,-100.00%,-406.0,0.0,406.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Won ARR,Decrease,-100.00%,-2861448.6825,0.0,2861448.6825
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Avg Sales Price,Decrease,-100.00%,-7042.935048541552,0.0,7042.935048541552
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Win Rate (Count),Decrease,-100.00%,-33.30229888778635,0.0,33.30229888778635
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,68.44157913884817
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Total ARR,Decrease,-57.37%,-9782279.91,7267463.89,17049743.8
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,# of Opps,Decrease,-80.12%,-693.0,172.0,865.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Total ARR,Decrease,-34.28%,-3790184.160000001,7267463.89,11057648.05
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,# of Opps,Decrease,-84.89%,-966.0,172.0,1138.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,# of Won Opps,Decrease,-100.00%,-400.0,0.0,400.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Won ARR,Decrease,-100.00%,-3167661.9299999997,0.0,3167661.9299999997
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Avg Sales Price,Decrease,-100.00%,-7919.154825,0.0,7919.154825
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Win Rate (Count),Decrease,-100.00%,-35.714285714285715,0.0,35.714285714285715
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,77.175
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Total ARR,Decrease,-48.56%,-6859319.987500002,7267463.89,14126783.877500001
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,# of Opps,Decrease,-85.78%,-1037.5,172.0,1209.5
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,# of Won Opps,Decrease,-100.00%,-292.0,0.0,292.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Won ARR,Decrease,-100.00%,-2131280.06,0.0,2131280.06
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Avg Sales Price,Decrease,-100.00%,-5441.688069374884,0.0,5441.688069374884
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Win Rate (Count),Decrease,-100.00%,-23.911854077242687,0.0,23.911854077242687
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,65.78248563542328
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Total ARR,Decrease,-64.44%,-4682917.14,2584546.75,7267463.89
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,# of Opps,Decrease,-84.30%,-145.0,27.0,172.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Total ARR,Decrease,-82.09%,-11844753.21,2584546.75,14429299.96
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,# of Opps,Decrease,-98.12%,-1412.0,27.0,1439.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,# of Won Opps,Decrease,-100.00%,-417.0,0.0,417.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Won ARR,Decrease,-100.00%,-3139830.59,0.0,3139830.59
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Avg Sales Price,Decrease,-100.00%,-7529.569760191846,0.0,7529.569760191846
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Win Rate (Count),Decrease,-100.00%,-29.490806223479492,0.0,29.490806223479492
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,57.961630695443645
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Total ARR,Decrease,-80.39%,-10594691.0875,2584546.75,13179237.8375
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,# of Opps,Decrease,-97.21%,-941.0,27.0,968.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,# of Won Opps,Decrease,-100.00%,-192.0,0.0,192.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Won ARR,Decrease,-100.00%,-1339364.5775000001,0.0,1339364.5775000001
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Avg Sales Price,Decrease,-100.00%,-3461.899363124885,0.0,3461.899363124885
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Win Rate (Count),Decrease,-100.00%,-14.98328264867126,0.0,14.98328264867126
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,60.08622845313493
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Total ARR,Decrease,-90.87%,-2348636.75,235910.0,2584546.75
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,# of Opps,Decrease,-77.78%,-21.0,6.0,27.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Total ARR,Decrease,-98.31%,-13734533.7,235910.0,13970443.7
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,# of Opps,Decrease,-99.57%,-1390.0,6.0,1396.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,# of Won Opps,Decrease,-100.00%,-351.0,0.0,351.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Won ARR,Decrease,-100.00%,-2217627.72,0.0,2217627.72
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Avg Sales Price,Decrease,-100.00%,-6318.027692307693,0.0,6318.027692307693
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Win Rate (Count),Decrease,-100.00%,-30.442324371205547,0.0,30.442324371205547
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,62.21082621082621
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Total ARR,Decrease,-97.69%,-9982139.535,235910.0,10218049.535
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,# of Opps,Decrease,-99.02%,-609.0,6.0,615.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,# of Won Opps,Decrease,-100.00%,-87.75,0.0,87.75
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Won ARR,Decrease,-100.00%,-554406.93,0.0,554406.93
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Avg Sales Price,Decrease,-100.00%,-1579.5069230769232,0.0,1579.5069230769232
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Win Rate (Count),Decrease,-100.00%,-7.610581092801387,0.0,7.610581092801387
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,62.21082621082621
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Total ARR,Decrease,-74.84%,-176549.8,59360.2,235910.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,# of Opps,Decrease,-50.00%,-3.0,3.0,6.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Total ARR,Decrease,-99.65%,-16990383.6,59360.2,17049743.8
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,# of Opps,Decrease,-99.65%,-862.0,3.0,865.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Total ARR,Decrease,-99.13%,-6725055.91,59360.2,6784416.11
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,# of Opps,Decrease,-98.88%,-264.5,3.0,267.5
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Total ARR,Decrease,-88.15%,-52323.399999999994,7036.8,59360.2
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,# of Opps,Decrease,-33.33%,-1.0,2.0,3.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Total ARR,Decrease,-99.90%,-7260427.09,7036.8,7267463.89
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,# of Opps,Decrease,-98.84%,-170.0,2.0,172.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Total ARR,Decrease,-99.72%,-2529783.41,7036.8,2536820.21
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,# of Opps,Decrease,-96.15%,-50.0,2.0,52.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Total ARR,Increase,731.48%,51472.96,58509.76,7036.8
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,# of Opps,No Change,0.00%,0.0,2.0,2.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Total ARR,Decrease,-97.74%,-2526036.99,58509.76,2584546.75
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,# of Opps,Decrease,-92.59%,-25.0,2.0,27.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Total ARR,Decrease,-91.89%,-663203.6775,58509.76,721713.4375
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,# of Opps,Decrease,-78.95%,-7.5,2.0,9.5
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Total ARR,Decrease,-98.94%,-57886.96,622.8,58509.76
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,# of Opps,Decrease,-50.00%,-1.0,1.0,2.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Total ARR,Decrease,-99.74%,-235287.2,622.8,235910.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,# of Opps,Decrease,-83.33%,-5.0,1.0,6.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Total ARR,Decrease,-99.31%,-89581.39,622.8,90204.19
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,# of Opps,Decrease,-69.23%,-2.25,1.0,3.25
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,,
