Quarter,Comparison,Group,Metric,% Change,Abs Change,Type
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,15.41%,11.09,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - New Business,Total ARR,-23.08%,"-382,329.50",Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-35.03%,-55.00,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-28.97%,-7.75,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,21.28%,16.87,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-23.14%,-28.00,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-32.04%,-18.74,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: SMB - New Business,# of Opps,35.90%,70.00,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: SMB - New Business,# of Won Opps,58.79%,29.25,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Self Service - New Business,Total ARR,-95.13%,"-58,562.78",Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-1,900.48",Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-32.50,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Total ARR,32.02%,"879,588.84",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,# of Opps,68.91%,82.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-55.38%,-7.45,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-28.60%,-51.83,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,57.22%,"695,893.81",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,21.79%,39.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,23.46%,19.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,42.89%,"1,959.56",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,-24.20%,-20.10,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Total ARR,82.42%,"1,050,342.13",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,# of Opps,78.43%,80.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,58.85%,"7,610.71",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-43.33%,-8.07,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,-21.91%,-21.05,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Total ARR,61.77%,"612,746.84",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,# of Opps,22.18%,53.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,39.78%,37.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,-34.64%,-20.91,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Total ARR,37.43%,"617,643.34",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - New Business,# of Opps,22.64%,60.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-20.25%,-16.00,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-34.98%,-10.43,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-30.76%,-15.54,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment & Bookings Type: Self Serve - Expansion,Win Rate (Count),0.00%,50.00,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-40.65%,-63.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,38.90%,"2,456.56",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-23.31%,-13.84,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,15.44%,10.98,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,29.82%,"832,942.61",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-60.00%,-18.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-61.80%,-9.71,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,66.77%,51.82,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,33.09%,"475,384.68",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-24.81%,-33.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,32.73%,"1,609.87",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-18.46%,-10.63,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,28.39%,"513,979.65",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-29.63%,-8.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,63.31%,"7,963.33",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-32.76%,-5.14,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Total ARR,111.20%,"844,894.44",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,# of Opps,56.99%,106.00,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-31.70%,-20.73,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,-15.46%,-7.22,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,61.96%,"867,560.40",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,111.04%,171.00,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,57.50%,23.00,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-25.85%,-6.76,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-38.25%,-21.66,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Price,-100.00%,-599.94,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-100.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Self Service - New Business,# of Opps,-85.71%,-6.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-3,474.00",Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-80.00,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-32.60%,-44.50,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-16.46%,-8.97,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - New Business,Total ARR,28.50%,"804,185.60",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - New Business,# of Opps,32.45%,49.25,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-45.45%,-10.00,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,26.03%,"6,251.57",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-58.08%,-8.31,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,13.06%,14.95,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,38.89%,"535,413.67",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,28.07%,"1,430.91",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,-16.87%,-12.77,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Total ARR,61.55%,"885,733.19",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,# of Opps,37.36%,49.50,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-24.00%,-6.00,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,84.70%,"9,420.54",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-45.59%,-8.84,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,Total ARR,56.81%,"581,391.00",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,# of Opps,28.78%,65.25,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-16.85%,-9.05,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,-32.44%,-18.95,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,Total ARR,49.17%,"747,515.25",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,# of Opps,50.64%,109.25,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-26.16%,-6.87,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,-28.29%,-13.80,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-50.00,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,-100.00%,"-1,900.48",Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),-100.00%,-32.50,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-20.60%,"-1,806.85",Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),27.94%,12.72,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,-30.81%,"-1,117,302.14",Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-47.76%,-96.00,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-60.53%,"-18,319.72",Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),100.80%,6.05,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-11.45%,-14.82,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-36.00%,-36.00,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,24.35%,15.33,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-52.14%,"-10,710.73",Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,33.46%,25.11,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-36.15%,-47.00,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-13.99%,-6.25,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,48.91%,17.10,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),0.00%,100.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-50.34%,-75.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,-31.37%,-48.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-61.54%,-16.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-40.99%,"-8,297.34",Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,45.23%,"582,257.69",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-36.00%,-36.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,69.70%,"2,938.16",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-12.44%,-6.32,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,15.16%,10.31,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,76.70%,"1,172,432.75",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,40.94%,61.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-37.93%,-11.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-44.95%,-8.75,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,15.45%,13.41,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,66.19%,"763,807.15",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,38.43%,83.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-33.60%,-42.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-34.21%,-19.99,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,-37.47%,-20.79,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - New Business,Total ARR,65.74%,"914,859.23",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,55.21%,106.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,73.68%,22.09,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),0.00%,100.00,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-38.72%,-46.75,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),14.12%,7.21,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,# of Opps,-31.93%,-49.25,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-42.86%,-7.50,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-52.59%,"-13,250.01",Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,-10.06%,-12.82,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,25.01%,"374,061.11",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-31.00%,-28.75,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,30.06%,"1,653.51",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Total ARR,72.32%,"1,133,649.12",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,# of Opps,55.56%,75.00,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-21.74%,-5.00,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-25.02%,"-3,281.02",Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-40.85%,-7.40,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,24.46%,19.69,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Total ARR,55.33%,"683,134.91",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-31.12%,-37.50,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-20.84%,-10.12,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,-38.72%,-21.92,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - New Business,Total ARR,32.77%,"569,348.91",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,20.11%,8.72,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),300.00%,75.00,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment & Bookings Type: Self Service - Expansion,Avg Sales Cycle,-81.25%,-4.33,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,94.68%,"2,332,784.88",Increase
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-74.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-6,964.70",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-58.27,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Total ARR,203.20%,"5,098,172.42",Increase
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,135.24%,142.00,Increase
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,-100.00%,-10.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,-100.00%,"-11,944.02",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),-100.00%,-12.05,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-48.23%,"-901,782.90",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-60.48%,-127.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-64.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-7,153.64",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-44.44,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-34.25%,"-925,008.63",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-50.95%,-107.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-18.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-9,831.87",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-10.71,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Total ARR,-54.48%,"-1,044,659.04",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,# of Opps,-66.56%,-199.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,-100.00%,-83.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,-100.00%,"-4,541.15",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),-100.00%,-38.43,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,-57.38%,-171.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-57.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-5,285.72",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-23.46,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),-100.00%,-100.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,32.84%,"1,185,657.92",Increase
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-36.70%,-98.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-130.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-7,329.70",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-50.00,Drop/Decrease
