Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type,Current Value,Comparison Value
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,# of Opps,Drop/Decrease,-35.65%,-458.25,Count,827.0,1285.25
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-395.0,Count,0.0,395.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Won ARR,Drop/Decrease,-100.00%,-2794090.7075,ARR,0.0,2794090.7075
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-7049.9068062463875,Currency,0.0,7049.9068062463875
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-33.491514542952444,Percentage,0.0,33.491514542952444
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,68.59897030601132
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Total ARR,Drop/Decrease,-74.49%,-13215666.520000001,ARR,4524712.4399999995,17740378.96
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,# of Opps,Drop/Decrease,-88.39%,-731.0,Count,96.0,827.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Total ARR,Drop/Decrease,-59.08%,-6532935.610000001,ARR,4524712.4399999995,11057648.05
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,# of Opps,Drop/Decrease,-91.56%,-1042.0,Count,96.0,1138.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-400.0,Count,0.0,400.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Won ARR,Drop/Decrease,-100.00%,-3167661.9299999997,ARR,0.0,3167661.9299999997
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-7919.154825,Currency,0.0,7919.154825
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-35.714285714285715,Percentage,0.0,35.714285714285715
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,77.175
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Total ARR,Drop/Decrease,-68.26%,-9730099.115000002,ARR,4524712.4399999995,14254811.555000002
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,# of Opps,Drop/Decrease,-91.90%,-1088.5,Count,96.0,1184.5
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-281.0,Count,0.0,281.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Won ARR,Drop/Decrease,-100.00%,-2063922.085,ARR,0.0,2063922.085
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-5448.65982707972,Currency,0.0,5448.65982707972
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-24.10106973240878,Percentage,0.0,24.10106973240878
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,65.99234052497415
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Total ARR,Drop/Decrease,-59.12%,-2674990.6799999997,ARR,1849721.76,4524712.4399999995
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,# of Opps,Drop/Decrease,-78.12%,-75.0,Count,21.0,96.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Total ARR,Drop/Decrease,-87.18%,-12579578.200000001,ARR,1849721.76,14429299.96
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,# of Opps,Drop/Decrease,-98.54%,-1418.0,Count,21.0,1439.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-417.0,Count,0.0,417.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Won ARR,Drop/Decrease,-100.00%,-3139830.59,ARR,0.0,3139830.59
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-7529.569760191846,Currency,0.0,7529.569760191846
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-29.490806223479492,Percentage,0.0,29.490806223479492
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,57.961630695443645
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Total ARR,Drop/Decrease,-85.34%,-10771855.8925,ARR,1849721.76,12621577.6525
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,# of Opps,Drop/Decrease,-97.73%,-903.0,Count,21.0,924.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-181.0,Count,0.0,181.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Won ARR,Drop/Decrease,-100.00%,-1272006.6025,ARR,0.0,1272006.6025
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-3468.8711208297204,Currency,0.0,3468.8711208297204
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-15.172498303837354,Percentage,0.0,15.172498303837354
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,60.40101078746123
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Total ARR,Drop/Decrease,-87.25%,-1613811.76,ARR,235910.0,1849721.76
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,# of Opps,Drop/Decrease,-76.19%,-16.0,Count,5.0,21.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Total ARR,Drop/Decrease,-98.29%,-13556009.25,ARR,235910.0,13791919.25
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,# of Opps,Drop/Decrease,-99.63%,-1329.0,Count,5.0,1334.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-307.0,Count,0.0,307.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Won ARR,Drop/Decrease,-100.00%,-1948195.8199999998,ARR,0.0,1948195.8199999998
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-6345.914723127035,Currency,0.0,6345.914723127035
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-31.199186991869922,Percentage,0.0,31.199186991869922
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,62.840390879478825
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Total ARR,Drop/Decrease,-97.51%,-9240773.1025,ARR,235910.0,9476683.1025
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,# of Opps,Drop/Decrease,-99.12%,-564.5,Count,5.0,569.5
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,# of Won Opps,Drop/Decrease,-100.00%,-76.75,Count,0.0,76.75
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Won ARR,Drop/Decrease,-100.00%,-487048.95499999996,ARR,0.0,487048.95499999996
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Avg Sales Price,Drop/Decrease,-100.00%,-1586.4786807817588,Currency,0.0,1586.4786807817588
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Win Rate (Count),Drop/Decrease,-100.00%,-7.799796747967481,Percentage,0.0,7.799796747967481
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,62.840390879478825
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Total ARR,Drop/Decrease,-74.84%,-176549.8,ARR,59360.2,235910.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,# of Opps,Drop/Decrease,-40.00%,-2.0,Count,3.0,5.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Total ARR,Drop/Decrease,-99.67%,-17681018.76,ARR,59360.2,17740378.96
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,# of Opps,Drop/Decrease,-99.64%,-824.0,Count,3.0,827.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Total ARR,Drop/Decrease,-99.02%,-6028320.59,ARR,59360.2,6087680.79
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,# of Opps,Drop/Decrease,-98.74%,-234.25,Count,3.0,237.25
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Total ARR,Drop/Decrease,-88.15%,-52323.399999999994,ARR,7036.8,59360.2
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,# of Opps,Drop/Decrease,-33.33%,-1.0,Count,2.0,3.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Total ARR,Drop/Decrease,-99.84%,-4517675.64,ARR,7036.8,4524712.4399999995
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,# of Opps,Drop/Decrease,-97.92%,-94.0,Count,2.0,96.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Total ARR,Drop/Decrease,-99.58%,-1660389.2999999998,ARR,7036.8,1667426.0999999999
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,# of Opps,Drop/Decrease,-93.60%,-29.25,Count,2.0,31.25
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Total ARR,Increase,731.48%,51472.96,ARR,58509.76,7036.8
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,# of Opps,No Change,0.00%,0.0,Count,2.0,2.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Total ARR,Drop/Decrease,-96.84%,-1791212.0,ARR,58509.76,1849721.76
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,# of Opps,Drop/Decrease,-90.48%,-19.0,Count,2.0,21.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Total ARR,Drop/Decrease,-89.12%,-479497.42999999993,ARR,58509.76,538007.19
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,# of Opps,Drop/Decrease,-74.19%,-5.75,Count,2.0,7.75
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q1,vs Avg of FY2027Q1-FY2027Q4,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Total ARR,Drop/Decrease,-89.48%,-52352.560000000005,ARR,6157.2,58509.76
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,# of Opps,Drop/Decrease,-50.00%,-1.0,Count,1.0,2.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q2,vs Prev Q (FY2028Q1),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Total ARR,Drop/Decrease,-97.39%,-229752.8,ARR,6157.2,235910.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,# of Opps,Drop/Decrease,-80.00%,-4.0,Count,1.0,5.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q2,vs Prev Year (FY2027Q2),Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Total ARR,Drop/Decrease,-93.17%,-84046.99,ARR,6157.2,90204.19
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,# of Opps,Drop/Decrease,-66.67%,-2.0,Count,1.0,3.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2028Q2,vs Avg of FY2027Q2-FY2028Q1,Overall Total,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2029Q1,vs Prev Q (FY2028Q2),Overall Total,Total ARR,Increase,780.61%,48063.600000000006,ARR,54220.8,6157.2
FY2029Q1,vs Prev Q (FY2028Q2),Overall Total,# of Opps,No Change,0.00%,0.0,Count,1.0,1.0
FY2029Q1,vs Prev Q (FY2028Q2),Overall Total,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2029Q1,vs Prev Q (FY2028Q2),Overall Total,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2029Q1,vs Prev Q (FY2028Q2),Overall Total,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2029Q1,vs Prev Q (FY2028Q2),Overall Total,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
