Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type
FY2024Q2,vs Prev Q (FY2024Q1),By Segment: SMB,Avg Sales Cycle,Increase,30.15%,9.512697828487298,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment: Self Serve,Total ARR,Drop/Decrease,-51.71%,-50042.34,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment: Self Serve,# of Opps,Drop/Decrease,-53.57%,-15.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment: Self Serve,Win Rate (Count),Increase,0.00%,16.666666666666664,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment: Self Service,Win Rate (Count),Increase,0.00%,21.428571428571427,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Enterprise,Total ARR,Increase,323.94%,4198201.18,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Enterprise,Won ARR,Increase,38.65%,488458.41000000015,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Enterprise,# of Opps,Drop/Decrease,-32.80%,-248.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Enterprise,Win Rate (Count),Increase,24.18%,7.38910847606499,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Enterprise,Avg Sales Cycle,Increase,30.28%,20.428300865800864,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Enterprise,Avg Sales Price,Increase,66.81%,3655.492190882035,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Mid Market,Total ARR,Increase,175.08%,1978748.0899999999,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Mid Market,# of Opps,Drop/Decrease,-45.10%,-373.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Mid Market,# of Won Opps,Drop/Decrease,-30.59%,-78.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Mid Market,Win Rate (Count),Increase,26.44%,8.152443149433495,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Mid Market,Avg Sales Cycle,Increase,47.24%,23.94822200066467,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,Total ARR,Increase,127.60%,1022625.2800000001,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,Won ARR,Drop/Decrease,-22.44%,-179191.56000000006,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,# of Opps,Drop/Decrease,-69.68%,-802.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,# of Won Opps,Drop/Decrease,-55.45%,-178.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,Win Rate (Count),Increase,48.07%,13.416436290525262,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,Avg Sales Cycle,Increase,19.67%,6.74829531838877,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: SMB,Avg Sales Price,Increase,74.09%,1842.917319129469,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Serve,Win Rate (Count),Increase,116.67%,8.974358974358971,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Serve,Avg Sales Cycle,Drop/Decrease,-14.49%,-10.0,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Serve,Avg Sales Price,Drop/Decrease,-41.24%,-2367.66,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Service,Total ARR,Increase,3094.06%,84616.4,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Service,Win Rate (Count),Drop/Decrease,-51.02%,-22.321428571428573,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-17.02%,-8.0,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment: Self Service,Avg Sales Price,Increase,465.19%,1817.4142857142856,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Enterprise,Total ARR,Increase,106.53%,2833948.0749999997,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Enterprise,Won ARR,Increase,42.32%,521123.0275000001,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Enterprise,# of Opps,Drop/Decrease,-31.33%,-231.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Enterprise,Win Rate (Count),Increase,36.00%,10.043203109253735,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Enterprise,Avg Sales Cycle,Increase,28.43%,19.457526256445448,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Enterprise,Avg Sales Price,Increase,50.93%,3079.793167838594,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Mid Market,Total ARR,Increase,87.78%,1453291.3949999998,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Mid Market,# of Opps,Drop/Decrease,-41.25%,-318.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Mid Market,# of Won Opps,Drop/Decrease,-21.59%,-48.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Mid Market,Win Rate (Count),Increase,32.79%,9.627629297197192,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Mid Market,Avg Sales Cycle,Increase,45.22%,23.241107398545246,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: SMB,Total ARR,Increase,34.63%,469146.1275000002,ARR
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: SMB,# of Opps,Drop/Decrease,-66.59%,-695.5,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: SMB,# of Won Opps,Drop/Decrease,-49.82%,-142.0,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: SMB,Win Rate (Count),Increase,51.94%,14.128599914021652,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: SMB,Avg Sales Cycle,Increase,30.66%,9.634757470003443,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: SMB,Avg Sales Price,Increase,60.77%,1636.7836026202845,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Self Serve,# of Opps,Drop/Decrease,-30.67%,-5.75,Count
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Self Serve,Win Rate (Count),Increase,391.11%,13.273001508295623,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Self Serve,Avg Sales Cycle,Increase,34.09%,15.0,Days
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Self Serve,Avg Sales Price,Increase,60.99%,1277.9400000000005,Currency
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Self Service,Win Rate (Count),Increase,64.57%,8.407738095238095,Percentage
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-48.68%,-37.0,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Enterprise,Avg Sales Price,Drop/Decrease,-23.90%,-2181.7943584616896,Currency
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Mid Market,Total ARR,Increase,22.02%,684534.5800000001,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Mid Market,Won ARR,Increase,42.30%,381625.69999999995,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Mid Market,Avg Sales Cycle,Drop/Decrease,-16.20%,-12.092963533641495,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Mid Market,Avg Sales Price,Increase,20.51%,1045.479845916795,Currency
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: SMB,Total ARR,Increase,23.99%,437652.1799999997,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: SMB,Won ARR,Increase,20.48%,126839.52000000002,ARR
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: SMB,Avg Sales Cycle,Increase,21.12%,8.673259256081344,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Serve,# of Opps,Drop/Decrease,-76.92%,-10.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Serve,Win Rate (Count),Drop/Decrease,-100.00%,-16.666666666666664,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Serve,Avg Sales Price,Drop/Decrease,-100.00%,-3373.1400000000003,Currency
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Service,# of Opps,Increase,33.33%,5.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Service,# of Won Opps,Increase,233.33%,7.0,Count
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Service,Win Rate (Count),Increase,174.51%,37.39495798319328,Percentage
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-53.85%,-21.0,Days
FY2024Q3,vs Prev Q (FY2024Q2),By Segment: Self Service,Avg Sales Price,Drop/Decrease,-55.36%,-1222.5,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Enterprise,Total ARR,Increase,415.86%,4916000.050000001,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Enterprise,Won ARR,Increase,25.23%,295215.68999999994,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Enterprise,# of Opps,Drop/Decrease,-30.87%,-259.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Enterprise,Win Rate (Count),Increase,46.62%,11.628123410116526,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Enterprise,Avg Sales Price,Increase,24.04%,1346.0521773736364,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,Total ARR,Increase,320.19%,2890685.59,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,Won ARR,Increase,47.95%,416084.95999999996,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,# of Opps,Drop/Decrease,-46.46%,-426.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,# of Won Opps,Drop/Decrease,-21.43%,-57.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,Win Rate (Count),Increase,46.54%,13.573619631901838,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,Avg Sales Cycle,Increase,19.20%,10.075529733424474,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Mid Market,Avg Sales Price,Increase,88.30%,2880.584757347915,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: SMB,Total ARR,Increase,167.29%,1415531.5499999998,ARR
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: SMB,# of Opps,Drop/Decrease,-65.70%,-795.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: SMB,# of Won Opps,Drop/Decrease,-50.90%,-169.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: SMB,Win Rate (Count),Increase,44.07%,12.102395464437436,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: SMB,Avg Sales Cycle,Increase,107.03%,25.712099933476235,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: SMB,Avg Sales Price,Increase,80.22%,2037.3979455244298,Currency
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Self Serve,# of Opps,Drop/Decrease,-82.35%,-14.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Self Service,# of Opps,Increase,66.67%,8.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Self Service,# of Won Opps,Increase,900.00%,9.0,Count
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Self Service,Win Rate (Count),Increase,605.88%,50.49019607843138,Percentage
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-82.86%,-87.0,Days
FY2024Q3,vs Prev Year (FY2023Q3),By Segment: Self Service,Avg Sales Price,Drop/Decrease,-89.56%,-8459.5,Currency
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Enterprise,Total ARR,Increase,64.38%,2388369.71,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Enterprise,Win Rate (Count),Increase,22.92%,6.819719497611747,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Mid Market,Total ARR,Increase,76.41%,1643138.9525000001,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Mid Market,Won ARR,Increase,44.13%,393088.8999999999,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Mid Market,# of Opps,Drop/Decrease,-27.74%,-188.5,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Mid Market,Win Rate (Count),Increase,36.13%,11.343020667438164,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Mid Market,Avg Sales Price,Increase,37.45%,1673.7236789680492,Currency
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: SMB,Total ARR,Increase,40.43%,651141.9874999998,ARR
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: SMB,# of Opps,Drop/Decrease,-50.83%,-429.0,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: SMB,# of Won Opps,Drop/Decrease,-32.22%,-77.5,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: SMB,Win Rate (Count),Increase,29.48%,9.008117868720714,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: SMB,Avg Sales Cycle,Increase,50.19%,16.6209428964876,Days
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: SMB,Avg Sales Price,Increase,45.11%,1422.9031792689093,Currency
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Serve,# of Opps,Drop/Decrease,-84.00%,-15.75,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Serve,Win Rate (Count),Drop/Decrease,-100.00%,-5.637254901960784,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Serve,Avg Sales Price,Drop/Decrease,-100.00%,-1503.285,Currency
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Service,# of Won Opps,Increase,900.00%,9.0,Count
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Service,Win Rate (Count),Increase,690.59%,51.38305322128852,Percentage
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-75.00%,-54.0,Days
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Segment: Self Service,Avg Sales Price,Drop/Decrease,-66.17%,-1927.7000000000003,Currency
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Enterprise,Won ARR,Increase,29.34%,429919.07000000007,ARR
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Enterprise,# of Opps,Drop/Decrease,-21.55%,-125.0,Count
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Enterprise,Win Rate (Count),Increase,16.33%,5.970517962118777,Percentage
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Enterprise,Avg Sales Price,Increase,42.88%,2978.1514098905736,Currency
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Mid Market,Won ARR,Drop/Decrease,-27.80%,-356930.8300000001,ARR
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Mid Market,# of Won Opps,Drop/Decrease,-28.71%,-60.0,Count
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Mid Market,Win Rate (Count),Drop/Decrease,-17.39%,-7.43222942653059,Percentage
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Self Service,Total ARR,Increase,304.79%,143429.78000000003,ARR
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Self Service,# of Opps,Drop/Decrease,-55.00%,-11.0,Count
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Self Service,# of Won Opps,Drop/Decrease,-100.00%,-10.0,Count
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Self Service,Win Rate (Count),Drop/Decrease,-100.00%,-58.82352941176471,Percentage
FY2024Q4,vs Prev Q (FY2024Q3),By Segment: Self Service,Avg Sales Price,Drop/Decrease,-100.00%,-985.6,Currency
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Enterprise,Total ARR,Increase,392.68%,4448831.1,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Enterprise,Won ARR,Increase,80.94%,847883.74,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Enterprise,# of Opps,Drop/Decrease,-34.15%,-236.0,Count
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Enterprise,Win Rate (Count),Increase,51.30%,14.423033472128076,Percentage
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Enterprise,Avg Sales Cycle,Increase,38.81%,24.723133804717435,Days
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Enterprise,Avg Sales Price,Increase,83.78%,4523.991606304313,Currency
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,Total ARR,Increase,342.85%,2755384.67,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,Won ARR,Increase,22.37%,169466.79999999993,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,# of Opps,Drop/Decrease,-43.88%,-337.0,Count
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,# of Won Opps,Drop/Decrease,-26.60%,-54.0,Count
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,Win Rate (Count),Increase,33.41%,8.841303286640265,Percentage
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,Avg Sales Cycle,Increase,50.74%,24.147122028630946,Days
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Mid Market,Avg Sales Price,Increase,66.72%,2489.7049062716965,Currency
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,Total ARR,Increase,383.27%,1934613.1,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,Won ARR,Increase,57.62%,281683.25,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,# of Opps,Drop/Decrease,-63.21%,-622.0,Count
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,# of Won Opps,Drop/Decrease,-44.24%,-123.0,Count
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,Win Rate (Count),Increase,52.51%,14.865915163755396,Percentage
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,Avg Sales Cycle,Increase,35.65%,12.769807379902531,Days
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: SMB,Avg Sales Price,Increase,182.70%,3212.7987273149224,Currency
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Self Serve,Total ARR,Increase,2467.05%,65130.0,ARR
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Self Serve,# of Opps,Drop/Decrease,-94.12%,-16.0,Count
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Self Serve,Win Rate (Count),Drop/Decrease,-100.00%,-5.88235294117647,Percentage
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Self Serve,Avg Sales Price,Drop/Decrease,-100.00%,-2640.0,Currency
FY2024Q4,vs Prev Year (FY2023Q4),By Segment: Self Service,# of Opps,Drop/Decrease,-50.00%,-9.0,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Enterprise,Won ARR,Increase,32.80%,468181.51249999995,ARR
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Enterprise,# of Opps,Drop/Decrease,-25.77%,-158.0,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Enterprise,Win Rate (Count),Increase,30.26%,9.883206607201387,Percentage
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Enterprise,Avg Sales Cycle,Increase,21.65%,15.738593646565803,Days
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Enterprise,Avg Sales Price,Increase,35.98%,2625.76412720356,Currency
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Mid Market,Total ARR,Increase,23.88%,686034.9850000003,ARR
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Mid Market,# of Opps,Drop/Decrease,-24.78%,-142.0,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Mid Market,# of Won Opps,Drop/Decrease,-22.40%,-43.0,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Mid Market,Avg Sales Cycle,Increase,19.76%,11.83500641948396,Days
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: SMB,Total ARR,Increase,24.18%,474960.23000000045,ARR
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: SMB,# of Opps,Drop/Decrease,-43.90%,-283.25,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: SMB,# of Won Opps,Drop/Decrease,-21.82%,-43.25,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: SMB,Win Rate (Count),Increase,28.57%,9.594899671675904,Percentage
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: SMB,Avg Sales Cycle,Increase,22.89%,9.050269981196905,Days
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: SMB,Avg Sales Price,Increase,35.70%,1307.8871803210104,Currency
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Serve,# of Opps,Drop/Decrease,-93.44%,-14.25,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Serve,Win Rate (Count),Drop/Decrease,-100.00%,-5.637254901960784,Percentage
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Serve,Avg Sales Price,Drop/Decrease,-100.00%,-1503.285,Currency
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Service,Total ARR,Increase,180.45%,122565.26500000001,ARR
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Service,# of Opps,Drop/Decrease,-49.30%,-8.75,Count
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Service,Win Rate (Count),Drop/Decrease,-100.00%,-20.063025210084035,Percentage
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Segment: Self Service,Avg Sales Price,Drop/Decrease,-100.00%,-798.425,Currency
FY2025Q1,vs Prev Q (FY2024Q4),By Segment: Enterprise,Avg Sales Cycle,Drop/Decrease,-18.43%,-16.294184236592614,Days
FY2025Q1,vs Prev Q (FY2024Q4),By Segment: Self Service,Total ARR,Drop/Decrease,-78.18%,-148919.64,ARR
FY2025Q1,vs Prev Q (FY2024Q4),By Segment: Self Service,Win Rate (Count),Increase,0.00%,83.33333333333334,Percentage
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Enterprise,Total ARR,Drop/Decrease,-20.28%,-1425355.9500000002,ARR
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Enterprise,Won ARR,Increase,20.88%,301462.8800000001,ARR
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Enterprise,# of Opps,Drop/Decrease,-32.39%,-218.0,Count
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Enterprise,Win Rate (Count),Increase,46.21%,12.93519156377511,Percentage
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Enterprise,Avg Sales Cycle,Increase,22.44%,13.220696632461333,Days
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Enterprise,Avg Sales Price,Increase,22.19%,1712.9775938719467,Currency
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Mid Market,# of Opps,Drop/Decrease,-29.53%,-171.0,Count
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Mid Market,Win Rate (Count),Increase,28.20%,8.733375119132461,Percentage
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Mid Market,Avg Sales Cycle,Increase,26.85%,14.72451117318436,Days
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: SMB,Total ARR,Drop/Decrease,-33.89%,-1107134.4099999997,ARR
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: SMB,# of Opps,Drop/Decrease,-59.18%,-493.0,Count
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: SMB,# of Won Opps,Drop/Decrease,-22.97%,-48.0,Count
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: SMB,Win Rate (Count),Increase,89.62%,22.512943786982248,Percentage
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: SMB,Avg Sales Cycle,Increase,55.78%,17.598829088531602,Days
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Self Service,Total ARR,Drop/Decrease,-69.72%,-95712.32,ARR
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Self Service,# of Opps,Drop/Decrease,-55.56%,-10.0,Count
FY2025Q1,vs Prev Year (FY2024Q1),By Segment: Self Service,Win Rate (Count),Increase,0.00%,83.33333333333334,Percentage
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: SMB,# of Opps,Drop/Decrease,-30.58%,-149.75,Count
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: SMB,Win Rate (Count),Increase,27.71%,10.336069510230558,Percentage
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: SMB,Avg Sales Cycle,Increase,15.01%,6.413338072105866,Days
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: Self Service,Total ARR,Drop/Decrease,-64.02%,-73976.27,ARR
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: Self Service,# of Opps,Drop/Decrease,-48.39%,-7.5,Count
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: Self Service,Win Rate (Count),Increase,315.36%,63.27030812324931,Percentage
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-36.84%,-10.5,Days
FY2025Q1,vs Avg of FY2024Q1-FY2024Q4,By Segment: Self Service,Avg Sales Price,Increase,263.11%,2100.763,Currency
FY2025Q2,vs Prev Q (FY2025Q1),By Segment: Mid Market,Won ARR,Drop/Decrease,-29.37%,-291849.18000000005,ARR
FY2025Q2,vs Prev Q (FY2025Q1),By Segment: SMB,Won ARR,Increase,26.86%,195212.04000000004,ARR
FY2025Q2,vs Prev Q (FY2025Q1),By Segment: SMB,# of Opps,Increase,20.00%,68.0,Count
FY2025Q2,vs Prev Q (FY2025Q1),By Segment: Self Service,Win Rate (Count),Drop/Decrease,-40.00%,-33.33333333333334,Percentage
FY2025Q2,vs Prev Q (FY2025Q1),By Segment: Self Service,Avg Sales Cycle,Drop/Decrease,-94.44%,-17.0,Days
FY2025Q2,vs Prev Q (FY2025Q1),By Segment: Self Service,Avg Sales Price,Increase,42.38%,1228.7519999999995,Currency
FY2025Q2,vs Prev Year (FY2024Q2),By Segment: Enterprise,# of Opps,Drop/Decrease,-20.08%,-102.0,Count
FY2025Q2,vs Prev Year (FY2024Q2),By Segment: Enterprise,Win Rate (Count),Increase,13.88%,5.265212511589326,Percentage
